"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","1278.59","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","1446.33","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","25 to 54 years","Current dollars","75","units","0","v1063665785","7.3.2.44.2.3","1658.98","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","619.35","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","627.09","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","611.80","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","609.66","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","687.85","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","661.50","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","623.05","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","593.68","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","675.14","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","671.56","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","682.11","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","713.60","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","675.89","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","747.63","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","746.25","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","813.16","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","812.21","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","848.53","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","928.25","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","939.78","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","845.08","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","1111.51","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","1000.11","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","982.74","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Males","25 to 54 years","Current dollars","75","units","0","v1063665797","7.3.2.45.2.3","953.47","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","549.44","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","592.55","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","612.97","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","635.35","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","656.46","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","716.37","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","745.98","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","812.39","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","774.39","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","853.81","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Males","25 to 54 years","Current dollars","75","units","0","v1063665809","7.3.2.46.2.3","981.33","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","693.26","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","709.09","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","709.85","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","728.37","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","761.47","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","761.06","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","785.96","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","808.25","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","814.93","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","848.09","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","857.13","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","902.93","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","881.93","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","868.16","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","901.26","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","903.49","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","920.55","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","960.32","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","941.51","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","954.07","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","948.10","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","993.81","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","1018.84","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","1074.99","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Males","25 to 54 years","Current dollars","75","units","0","v1063665821","7.3.2.47.2.3","1092.30","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","881.50","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","868.16","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","904.48","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","883.51","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","949.59","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","935.86","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","992.86","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1018.44","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1026.67","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1054.65","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1140.57","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1131.30","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1123.82","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1105.01","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1125.57","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1131.06","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1215.03","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1246.23","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1213.68","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1251.25","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1232.98","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1295.72","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1342.78","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1431.88","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","25 to 54 years","Current dollars","75","units","0","v1063665833","7.3.2.48.2.3","1435.65","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","637.98","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","665.79","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","651.35","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","682.51","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","701.06","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","696.86","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","721.21","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","734.30","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","752.11","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","781.02","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","768.29","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","799.22","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","784.74","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","794.37","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","810.18","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","827.36","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","804.71","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","842.98","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","869.53","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","866.37","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","871.49","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","894.42","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","897.66","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","954.03","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Males","25 to 54 years","Current dollars","75","units","0","v1063665845","7.3.2.49.2.3","969.49","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Males","25 to 54 years","Current dollars","75","units","0","v1063665857","7.3.2.50.2.3","685.95","","","","2"
